Age,Height_cm,Weight_kg,BMI,Menstrual_Cycle_Length_days,Menstrual_Irregularity,Fasting_Glucose_mg_dL,Fasting_Insulin_uIU_mL,HOMA_IR,LH_mIU_mL,FSH_mIU_mL,LH_FSH_Ratio,Total_Testosterone_ng_dL,Free_Testosterone_pg_mL,Total_Cholesterol_mg_dL,Triglycerides_mg_dL,Dietary_Sugar_Intake,Physical_Activity_Level,PCOS_Diagnosis,Hirsutism_Score_FG,Acne_Severity,Alopecia,Skin_Darkening_Acanthosis,Vitamin_D_ng_mL,first_name,last_name,email,Target_Nutrient_Vector,Allergens,Diet,hashed_password
40,150.9,61.1,29.91,33,0,90.2,2.86,0.6369679012345678,16.07,7.84,2.049744897959184,19.6,2.49,221,185.0,1,3,0,5,1,0,0,30.4,Cameron,Adams,cameron.adams447@example.com,"[25.0, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$6LWFmkl3FeXC3kcV$1f1362e32dbfe703c194ff0e4a4b65e1926b98247920e586133d61bdf174a6bc
28,152.0,62.8,20.42,23,0,91.2,11.57,2.6053925925925925,12.87,3.21,4.009345794392523,53.9,6.46,224,181.0,1,2,0,19,3,0,0,31.2,Charles,Mathews,charles.mathews448@example.com,"[26.1, 12.0, 325.3, 10.0, 18.8]",,omnivore,pbkdf2:sha256:1000000$OXczzVgmPFuPyZ4H$616f8a03654a5431ba87aae196ecd7799894a180c17766116b6509fcae85d16c
21,155.5,64.8,27.46,35,0,78.7,16.61,3.227671604938272,9.72,5.21,1.8656429942418427,15.6,11.17,146,126.0,1,1,1,12,2,0,0,19.4,Bill,Jensen,bill.jensen449@example.com,"[27.0, 12.0, 333.3, 13.7, 7.0]",,omnivore,pbkdf2:sha256:1000000$UrV7MZ5tLVqhiwOI$7b786002fb4d0b3a655e02eca895786896adfecf5f37c7e141e4af9ec3f8ebff
30,153.9,81.9,30.11,41,0,89.3,16.44,3.624918518518519,13.25,7.66,1.7297650130548303,82.2,5.4,229,142.0,3,1,1,20,0,0,0,27.5,Micheal,Roberts,micheal.roberts450@example.com,"[27.6, 12.0, 337.2, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$Fx0xlx5NRY3MgSkE$f9dcaab764c79ad3be0baf81d09df876fa743fdc4ffaaf78b9a708220401c5ef
29,155.5,56.5,24.76,42,1,96.0,0.64,0.1517037037037037,13.13,7.63,1.7208387942332897,32.3,7.1,214,140.0,2,2,0,24,1,0,0,13.3,Dylan,Richardson,dylan.richardson451@example.com,"[25.0, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$NKxl89H5BDcLw9fW$6fde7df3ef5b6a876cf6b23d2a5d4d60eb5a013458481bc060ace8dcd15a5564
31,151.9,55.4,20.95,36,1,93.4,9.85,2.2715802469135804,11.44,5.34,2.142322097378277,52.0,6.03,178,177.0,1,3,0,8,3,0,0,20.3,April,Olson,april.olson452@example.com,"[25.6, 12.0, 322.8, 10.0, 16.0]",,omnivore,pbkdf2:sha256:1000000$ZIDKmvwdBQqYcDUo$e5a49211821643107dfda9347bc1af4232b93bbe0074f71d5dc731a2572e8535
32,148.0,64.9,28.41,36,0,141.0,11.01,3.833111111111111,14.6,7.92,1.8434343434343434,41.1,3.47,223,125.0,2,2,1,22,2,1,0,39.3,Joshua,Underwood,joshua.underwood453@example.com,"[27.9, 12.0, 339.3, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$Ar9qMH3H7Og2qlW1$ba99b7e407d1f324d7ce7bb67d975a60f54ee9f7df0e21b020f857b70b24b630
42,149.2,81.4,21.78,32,0,127.6,6.78,2.1361185185185185,2.6,8.22,0.31630170316301703,84.2,9.38,236,53.0,1,1,1,12,3,0,0,26.6,Brian,Herrera,brian.herrera454@example.com,"[25.4, 12.0, 322.4, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$YnysYg1w2QOCYz04$7878a4ff4f29262624629a6d0d856ff9a2f4d56ae0dc8fb998a7f465c13e4f56
42,156.4,58.2,29.45,43,0,102.2,2.0,0.5046913580246913,16.19,5.16,3.1375968992248064,48.0,4.84,215,73.0,2,1,1,1,2,0,0,31.7,Erik,Christensen,erik.christensen455@example.com,"[22.9, 12.0, 320.0, 10.0, 10.0]",,omnivore,pbkdf2:sha256:1000000$HoXESGm3t9EbkjTF$f2f8a62542c9fd9d3ec2efd194a47952bf13947cbd00076d03b77cea52e51fe1
33,160.0,68.9,27.15,23,1,77.9,12.08,2.3235358024691357,3.34,10.21,0.3271302644466209,22.3,5.99,225,206.0,2,1,0,20,1,1,0,9.1,Joseph,Martin,joseph.martin456@example.com,"[25.6, 21.1, 323.2, 18.6, 7.0]",,omnivore,pbkdf2:sha256:1000000$gazNKYhs8RV9IoLw$b5ddc34c2c9631d8158be8f1b89bf6e524c95afe8521965abeb78f388a0749dc
34,152.4,56.5,26.74,27,1,126.2,22.09,6.883353086419754,8.03,10.11,0.7942631058358061,36.8,2.63,204,180.0,1,1,1,22,2,0,0,16.2,Ashley,Baker,ashley.baker457@example.com,"[32.5, 12.0, 369.8, 12.6, 7.0]",,omnivore,pbkdf2:sha256:1000000$uuVGd4bbMijLXUsV$1bea285a61eceecdc6630732adbcf87e44f17da0af104d9825233a360281e256
30,152.1,75.7,29.31,35,1,98.0,16.99,4.1111604938271595,11.65,6.24,1.8669871794871795,39.3,10.46,172,143.0,1,3,1,21,1,0,0,38.0,Paul,Singh,paul.singh458@example.com,"[28.3, 12.0, 342.1, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$QZjQGTESEetwp9Wz$ff371539f04746b1d8d3ce781360e666cb0f337ab8113470c0417779348c79d5
24,148.6,63.2,24.71,41,0,106.9,13.96,3.684750617283951,9.28,8.13,1.141451414514145,43.0,3.66,206,71.0,1,3,1,18,3,0,0,23.0,Anthony,Larson,anthony.larson459@example.com,"[27.7, 12.0, 337.8, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$dwRM2uVHHql7r02U$e038233860e62184ef38f75233fc30c23941c279b42b052e396bf642e55e1990
41,159.2,69.7,28.77,28,1,96.5,4.63,1.1031975308641975,11.62,4.82,2.4107883817427385,96.6,4.74,186,204.0,3,1,0,2,0,0,1,27.9,Calvin,Harris,calvin.harris460@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$GgWM2lhCX8f5Zpd1$48582b20a8bfb95be4cb7caab43cbb2f481c5ca56c0f57e2cad51d110d9d753e
26,167.1,79.7,19.82,24,0,80.2,14.96,2.96244938271605,16.22,6.56,2.472560975609756,55.6,9.16,175,223.0,2,1,1,21,3,0,1,29.3,Kayla,Rios,kayla.rios461@example.com,"[26.6, 22.0, 330.6, 10.0, 21.4]",,omnivore,pbkdf2:sha256:1000000$ySVKjJlpPEX1EZ0q$9297745c50420fbd8d70a1434440888853499cba70593ae3d5d2157f3cde78a1
18,157.8,39.8,22.99,25,0,93.1,23.43,5.386007407407407,12.95,3.77,3.4350132625994694,41.0,2.97,138,145.0,3,3,1,15,3,1,0,35.7,Brenda,Lopez,brenda.lopez462@example.com,"[30.2, 12.0, 354.9, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$GcSTNlVVca8oCocv$bfdc86325b666781be650ac6f6cab8d2c2b7f28c5cc73c937d8e23c038db7269
40,151.1,72.6,22.13,31,0,102.1,21.03,5.301637037037037,16.99,5.94,2.86026936026936,59.3,6.89,133,57.0,3,1,1,4,1,0,0,17.7,Kayla,Adkins,kayla.adkins463@example.com,"[30.1, 12.0, 354.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$g690AXtuqgW2Rlrf$1703124861fc1c02f2ca7e6d9b232b2cbca97c5fcf79781f3a74768f990026ef
30,155.9,41.5,25.84,31,1,92.1,6.23,1.416748148148148,10.68,7.51,1.422103861517976,61.3,6.8,225,132.0,1,2,0,5,1,0,0,50.3,Daisy,Cunningham,daisy.cunningham464@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$gqlO3AJOyWSPdmlD$d5918ff13dad9c0bd395dc851ee483f233fd238a8b4ad5e5c4db3d9391b7a4ef
37,157.1,76.0,21.74,34,1,80.2,19.97,3.9545530864197533,9.17,6.09,1.5057471264367817,72.7,8.7,156,154.0,2,3,1,11,3,0,0,9.4,Sean,Phelps,sean.phelps465@example.com,"[28.1, 12.0, 340.5, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$iBCnPxRCbLRgCT3n$2d6a221cf3e0907ad901ca0037cfb88f69a276c1749e0c261b69faf9d748296f
24,153.7,69.7,28.23,29,0,114.7,25.1,7.108567901234569,10.35,7.92,1.3068181818181819,62.3,5.36,175,126.0,2,1,0,2,2,0,0,14.6,Jennifer,Jones,jennifer.jones466@example.com,"[32.8, 12.0, 359.1, 14.8, 25.0]",,omnivore,pbkdf2:sha256:1000000$40txj5MlFV5obtxM$b8c653d27428969184df60698b195914d2d9ef53e9e15cd53ff22fd172ac4756
25,156.3,68.5,36.31,21,1,89.2,16.02,3.5283555555555552,10.73,4.72,2.273305084745763,30.0,7.72,203,196.0,2,1,0,0,1,0,0,16.5,Daniel,Wong,daniel.wong467@example.com,"[27.4, 12.0, 332.2, 27.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$dJyqPWzW9S9Nn58X$b442c676075277868f0c2e2c4c733848a3e39eacf489dd8a75ba0a22f0f55630
